customerID,tenure_band,spend_tier,is_at_risk,revenue_at_risk
5627-TVBPP,30-40,10-30,0,0.0
2379-ENZGV,0-10,70-90,0,0.0
3936-QQFLL,0-10,10-30,0,0.0
2589-AYCRP,50+,10-30,0,0.0
4067-HLYQI,30-40,70-90,0,0.0
5124-EOGYE,30-40,10-30,0,0.0
5057-RKGLH,0-10,10-30,0,0.0
0292-WEGCH,50+,70-90,0,0.0
8910-ICHIU,40-50,90+,0,0.0
4097-YODCF,30-40,90+,0,0.0
9715-WZCLW,50+,90+,0,0.0
9786-YWNHU,50+,50-70,0,0.0
6407-GSJNL,50+,10-30,0,0.0
6005-OBZPH,20-30,70-90,0,0.0
4049-ZPALD,50+,90+,0,0.0
7932-WPTDS,0-10,10-30,0,0.0
3733-UOCWF,50+,70-90,0,0.0
6833-JMZYP,10-20,90+,0,0.0
2722-VOJQL,50+,90+,0,0.0
1310-QRITU,10-20,50-70,0,0.0
8961-QDZZJ,50+,90+,0,0.0
9715-SBVSU,10-20,50-70,0,0.0
8490-BXHEO,10-20,70-90,0,0.0
7173-TETGO,50+,70-90,0,0.0
7929-SKFGK,50+,90+,0,0.0
2300-RQGOI,30-40,10-30,0,0.0
3563-SVYLG,50+,50-70,0,0.0
5228-EXCET,10-20,70-90,0,0.0
6435-VWCCY,50+,90+,0,0.0
4998-IKFSE,30-40,90+,0,0.0
8630-QSGXK,50+,70-90,0,0.0
2455-USLMV,30-40,70-90,0,0.0
7394-FKDNK,0-10,70-90,0,0.0
9488-FVZCC,50+,70-90,0,0.0
6331-LWDTQ,10-20,70-90,0,0.0
5995-WWKKG,30-40,10-30,0,0.0
1597-FZREH,0-10,70-90,0,0.0
7879-CGSFV,50+,90+,0,0.0
9921-EZKBY,30-40,90+,0,0.0
7432-FFVAR,40-50,90+,0,0.0
7246-ZGQDF,0-10,50-70,0,0.0
7000-WCEVQ,20-30,50-70,0,0.0
0727-IWKVK,0-10,70-90,0,0.0
5959-BELXA,30-40,90+,0,0.0
4456-RHSNB,10-20,30-50,0,0.0
3512-IZIKN,50+,50-70,0,0.0
2481-SBOYW,50+,10-30,0,0.0
7109-MFBYV,20-30,30-50,0,0.0
1833-TCXKK,40-50,90+,0,0.0
1832-PEUTS,50+,70-90,0,0.0
6141-OOXUQ,0-10,10-30,0,0.0
8660-BUETV,0-10,30-50,0,0.0
0580-PIQHM,40-50,90+,0,0.0
5696-CEIQJ,50+,90+,0,0.0
7503-ZGUZJ,0-10,70-90,0,0.0
1696-HXOWK,50+,90+,0,0.0
3026-ATZYV,30-40,70-90,0,0.0
4012-YCFAI,50+,50-70,0,0.0
2506-TNFCO,0-10,50-70,0,0.0
9970-QBCDA,0-10,10-30,0,0.0
8718-PTMEZ,10-20,30-50,0,0.0
9496-IVVRP,10-20,50-70,0,0.0
2207-OBZNX,0-10,50-70,0,0.0
2657-VPXTA,10-20,70-90,1,88.85
6551-VLJMV,30-40,10-30,0,0.0
1221-GHZEP,50+,50-70,0,0.0
9289-LBQVU,50+,70-90,0,0.0
6142-VSJQO,0-10,30-50,0,0.0
3458-IDMFK,20-30,10-30,0,0.0
6933-FHBZC,20-30,50-70,0,0.0
0221-NAUXK,10-20,10-30,0,0.0
9770-KXGQU,50+,90+,0,0.0
6437-UKHMV,0-10,70-90,0,0.0
6538-POCHL,30-40,70-90,0,0.0
6726-NNFWD,50+,70-90,0,0.0
3002-WQZWT,20-30,70-90,0,0.0
4277-UDIEF,20-30,70-90,0,0.0
1208-NBVFH,20-30,30-50,0,0.0
4912-PIGUY,0-10,70-90,1,84.6
1114-CENIM,50+,50-70,0,0.0
6060-DRTNL,0-10,70-90,0,0.0
2725-TTRIQ,50+,70-90,0,0.0
3374-TTZTK,50+,90+,0,0.0
8990-ZXLSU,0-10,50-70,1,69.05
2275-RBYQS,0-10,30-50,0,0.0
8473-VUVJN,0-10,70-90,0,0.0
6289-CPNLD,30-40,70-90,0,0.0
5536-SLHPM,50+,70-90,0,0.0
4419-UJMUS,50+,90+,0,0.0
7794-JASDG,0-10,50-70,0,0.0
7609-YBPXG,50+,70-90,0,0.0
5519-TEEUH,30-40,10-30,0,0.0
7856-GANIL,40-50,90+,0,0.0
0804-XBFBV,10-20,10-30,0,0.0
2676-OXPPQ,0-10,50-70,0,0.0
3703-TTEPD,20-30,50-70,0,0.0
2799-TSLAG,50+,10-30,0,0.0
0196-VULGZ,0-10,70-90,0,0.0
8837-VVWLQ,0-10,70-90,0,0.0
2696-NARTR,10-20,70-90,0,0.0
2208-NKVVH,40-50,10-30,0,0.0
7614-QVWQL,40-50,50-70,0,0.0
1976-CFOCS,0-10,30-50,0,0.0
4631-OACRM,10-20,70-90,0,0.0
7139-JZFVG,50+,50-70,0,0.0
4987-GQWPO,10-20,10-30,0,0.0
3755-JBMNH,10-20,70-90,0,0.0
1757-TCATG,30-40,10-30,0,0.0
6345-ULYRW,40-50,70-90,0,0.0
4776-XSKYQ,10-20,30-50,0,0.0
8048-DSDFQ,0-10,10-30,0,0.0
5753-QQWPW,20-30,50-70,0,0.0
6010-DDPPW,50+,10-30,0,0.0
1809-DMJHQ,0-10,30-50,0,0.0
6693-FRIRW,10-20,90+,0,0.0
6586-MYGKD,50+,70-90,0,0.0
3173-NVMPX,0-10,50-70,0,0.0
0248-PGHBZ,50+,90+,0,0.0
0623-GDISB,0-10,30-50,0,0.0
2892-GESUL,10-20,10-30,0,0.0
6923-EFPNL,0-10,50-70,0,0.0
7472-EQOAV,50+,70-90,0,0.0
9574-RKJIF,30-40,90+,0,0.0
2043-WVTQJ,0-10,50-70,0,0.0
8034-RYTVV,50+,70-90,0,0.0
3863-QSTYI,50+,50-70,0,0.0
2619-WFQWU,0-10,70-90,0,0.0
5044-LRQAQ,0-10,50-70,0,0.0
1716-LSAMB,40-50,50-70,0,0.0
1333-PBMXB,50+,10-30,0,0.0
6546-OPBBH,50+,10-30,0,0.0
5985-BEHZK,50+,90+,0,0.0
9127-QRZMH,40-50,50-70,0,0.0
5919-VCZYM,0-10,10-30,0,0.0
9644-KVCNC,50+,90+,0,0.0
2137-DQMEV,50+,30-50,0,0.0
8174-LNWMW,30-40,10-30,0,0.0
9279-CJEOJ,20-30,90+,0,0.0
7964-VEXDG,20-30,70-90,0,0.0
2404-JIBFC,50+,70-90,0,0.0
0778-NELLA,0-10,30-50,0,0.0
8029-XYPWT,50+,90+,0,0.0
4614-NUVZD,0-10,70-90,0,0.0
4632-PAOYU,20-30,10-30,0,0.0
3803-KMQFW,0-10,10-30,0,0.0
6804-GDMOI,50+,90+,0,0.0
2990-OGYTD,50+,70-90,0,0.0
6646-JPPHA,10-20,70-90,0,0.0
9572-MTILT,50+,90+,0,0.0
7658-UYUQS,20-30,70-90,0,0.0
7880-XSOJX,0-10,30-50,0,0.0
9611-CTWIH,0-10,70-90,0,0.0
4589-IUAJB,50+,10-30,0,0.0
0329-GTIAJ,0-10,90+,0,0.0
8746-BFOAJ,20-30,10-30,0,0.0
8457-XIGKN,20-30,10-30,0,0.0
6072-NUQCB,20-30,10-30,0,0.0
6629-CZTTH,0-10,50-70,0,0.0
8838-GPHZP,50+,10-30,0,0.0
8750-QWZAJ,50+,10-30,0,0.0
5364-EVNIB,10-20,70-90,0,0.0
6918-UMQCG,0-10,70-90,1,80.2
0675-NCDYU,50+,90+,0,0.0
6339-DKLMK,10-20,30-50,0,0.0
1346-PJWTK,50+,90+,0,0.0
5088-QZLRL,0-10,10-30,0,0.0
8023-QHAIO,50+,70-90,0,0.0
4397-FRLTA,0-10,10-30,0,0.0
3057-VJJQE,30-40,50-70,0,0.0
5087-SUURX,10-20,30-50,0,0.0
2302-OUZXB,50+,70-90,0,0.0
8133-ANHHJ,40-50,90+,0,0.0
2270-CHBFN,40-50,90+,0,0.0
0013-EXCHZ,0-10,70-90,0,0.0
5982-FPVQN,30-40,90+,0,0.0
9107-UKCKY,50+,70-90,0,0.0
4654-ULTTN,50+,70-90,0,0.0
5550-VFRLC,0-10,50-70,0,0.0
5546-BYZSM,40-50,10-30,0,0.0
1492-KGETH,50+,70-90,0,0.0
4929-BSTRX,0-10,50-70,0,0.0
4163-HFTUK,50+,10-30,0,0.0
8215-NGSPE,40-50,10-30,0,0.0
2225-ZRGSG,50+,90+,0,0.0
8859-YSTWS,40-50,10-30,0,0.0
5271-YNWVR,50+,90+,0,0.0
7601-DHFWZ,40-50,10-30,0,0.0
2657-ALMWY,20-30,70-90,0,0.0
6330-JKLPC,10-20,70-90,0,0.0
4667-OHGKG,0-10,10-30,0,0.0
1998-VHJHK,20-30,10-30,0,0.0
1707-HABPF,40-50,90+,0,0.0
1660-HSOOQ,0-10,30-50,0,0.0
7253-UVNDW,40-50,50-70,0,0.0
0487-VVUVK,20-30,10-30,0,0.0
7228-OMTPN,0-10,70-90,0,0.0
5063-IUOKK,10-20,10-30,0,0.0
4508-OEBEY,30-40,70-90,0,0.0
0027-KWYKW,20-30,70-90,0,0.0
2308-STERM,0-10,10-30,0,0.0
5982-XMDEX,50+,10-30,0,0.0
6284-AHOOQ,20-30,90+,0,0.0
6051-PTVNS,50+,10-30,0,0.0
2344-JMOGN,0-10,90+,0,0.0
3799-ISUZQ,0-10,50-70,0,0.0
2877-VDUER,30-40,30-50,0,0.0
9152-AMKAK,0-10,70-90,0,0.0
1794-HBQTJ,0-10,30-50,0,0.0
9432-VOFYX,10-20,70-90,0,0.0
8049-WJCLQ,10-20,50-70,0,0.0
6586-PSJOX,10-20,50-70,0,0.0
2460-FPSYH,40-50,50-70,0,0.0
9705-ZJBCG,10-20,50-70,0,0.0
4818-DRBQT,20-30,70-90,0,0.0
1320-HTRDR,0-10,70-90,0,0.0
6847-KJLTS,50+,90+,0,0.0
9670-BPNXF,40-50,50-70,0,0.0
3913-FCUUW,50+,70-90,0,0.0
3301-VKTGC,50+,70-90,0,0.0
1493-AMTIE,0-10,10-30,0,0.0
9555-SAHUZ,30-40,50-70,0,0.0
0816-TSPHQ,0-10,10-30,0,0.0
9932-WBWIK,10-20,10-30,0,0.0
4619-EVPHY,20-30,90+,0,0.0
5286-YHCVC,50+,90+,0,0.0
6424-ELEYH,0-10,70-90,0,0.0
4391-RESHN,20-30,90+,0,0.0
9115-YQHGA,40-50,50-70,0,0.0
4462-CYWMH,50+,70-90,0,0.0
8963-MQVYN,20-30,10-30,0,0.0
2458-EOMRE,10-20,50-70,0,0.0
9334-GWGOW,0-10,70-90,1,74.85
6821-BUXUX,10-20,90+,0,0.0
5028-HTLJB,0-10,10-30,0,0.0
9801-GDWGV,30-40,90+,0,0.0
6542-LWGXJ,0-10,10-30,0,0.0
5567-GZKQY,50+,10-30,0,0.0
1222-LRYKO,0-10,10-30,0,0.0
2320-JRSDE,0-10,10-30,0,0.0
2087-QAREY,20-30,50-70,0,0.0
0601-WZHJF,10-20,30-50,0,0.0
4423-JWZJN,50+,90+,0,0.0
5143-WMWOG,0-10,10-30,0,0.0
6490-FGZAT,0-10,10-30,0,0.0
5393-RXQSZ,0-10,70-90,0,0.0
7452-FOLON,30-40,10-30,0,0.0
2320-TZRRH,20-30,10-30,0,0.0
0231-LXVAP,0-10,70-90,0,0.0
9444-JTXHZ,0-10,70-90,0,0.0
4942-VZZOM,50+,50-70,0,0.0
5510-BOIUJ,0-10,10-30,0,0.0
7502-BNYGS,40-50,50-70,0,0.0
4291-HYEBC,20-30,30-50,0,0.0
6147-CBCRA,30-40,10-30,0,0.0
6047-SUHPR,30-40,50-70,0,0.0
4471-KXAUH,40-50,70-90,0,0.0
9752-ZNQUT,0-10,30-50,0,0.0
7638-QVMVY,0-10,70-90,0,0.0
1576-PFZIW,50+,90+,0,0.0
5666-MBJPT,50+,10-30,0,0.0
7312-XSBAT,0-10,30-50,0,0.0
3096-GKWEB,10-20,90+,0,0.0
2371-JQHZZ,20-30,90+,0,0.0
0674-GCDXG,50+,70-90,0,0.0
1121-QSIVB,40-50,70-90,0,0.0
4396-KLSEH,0-10,10-30,0,0.0
3244-DCJWY,0-10,70-90,0,0.0
2824-MYYBN,30-40,90+,0,0.0
0875-CABNR,10-20,70-90,0,0.0
6345-HOVES,30-40,10-30,0,0.0
8318-LCNBW,30-40,50-70,0,0.0
6469-QJKZW,0-10,10-30,0,0.0
0147-ESWWR,30-40,90+,0,0.0
1217-VASWC,40-50,90+,0,0.0
7812-FZHPE,10-20,10-30,0,0.0
6370-ZVHDV,50+,10-30,0,0.0
5915-DGNVC,40-50,70-90,0,0.0
6260-XLACS,0-10,10-30,0,0.0
3566-CAAYU,50+,30-50,0,0.0
4983-CCWMC,0-10,50-70,0,0.0
9103-CXVOK,0-10,10-30,0,0.0
2896-TBNBE,40-50,70-90,0,0.0
4797-AXPXK,0-10,50-70,0,0.0
5229-PRWKT,0-10,70-90,0,0.0
6982-UQZLY,0-10,10-30,0,0.0
2522-WLNSF,30-40,50-70,0,0.0
3841-CONLJ,0-10,30-50,0,0.0
5057-LCOUI,30-40,50-70,0,0.0
0193-ESZXP,50+,90+,0,0.0
4475-NVTLU,40-50,10-30,0,0.0
4369-HTUIF,0-10,70-90,0,0.0
9386-LDCZR,40-50,90+,0,0.0
9585-KKMFD,40-50,10-30,0,0.0
5399-ZIMKF,0-10,70-90,1,74.65
0336-KXKFK,50+,50-70,0,0.0
5619-XZZKR,0-10,10-30,0,0.0
3948-FVVRP,0-10,50-70,0,0.0
5327-XOKKY,50+,70-90,0,0.0
0983-TATYJ,30-40,50-70,0,0.0
1813-JYWTO,50+,70-90,0,0.0
0156-FVPTA,20-30,50-70,0,0.0
1984-FCOWB,50+,90+,0,0.0
0654-HMSHN,20-30,90+,0,0.0
6719-OXYBR,10-20,70-90,0,0.0
3312-ZWLGF,20-30,70-90,0,0.0
6476-YHMGA,10-20,70-90,0,0.0
5287-QWLKY,50+,90+,0,0.0
0795-XCCTE,50+,10-30,0,0.0
0168-XZKBB,10-20,70-90,0,0.0
3785-NRHYR,0-10,10-30,0,0.0
5196-SGOAK,0-10,70-90,0,0.0
4537-DKTAL,0-10,30-50,0,0.0
7072-MBHEV,10-20,70-90,0,0.0
5602-BVFMK,10-20,10-30,0,0.0
6297-NOOPG,50+,90+,0,0.0
1891-UAWWU,20-30,90+,0,0.0
8204-TIFGJ,20-30,10-30,0,0.0
8050-DVOJX,40-50,70-90,0,0.0
6108-OQZDQ,0-10,90+,0,0.0
0363-QJVFX,30-40,90+,0,0.0
8903-XEBGX,0-10,50-70,0,0.0
8169-SAEJD,50+,50-70,0,0.0
9840-DVNDC,0-10,70-90,0,0.0
1089-XZWHH,20-30,10-30,0,0.0
2325-WINES,30-40,90+,0,0.0
6064-ZATLR,20-30,50-70,0,0.0
3096-JRDSO,20-30,90+,0,0.0
7824-PANSQ,50+,70-90,0,0.0
8042-JVNFH,0-10,70-90,0,0.0
9648-BCHKM,10-20,10-30,0,0.0
2888-ADFAO,40-50,10-30,0,0.0
8707-HOEDG,50+,90+,0,0.0
3374-LXDEV,10-20,70-90,0,0.0
4072-IPYLT,30-40,50-70,0,0.0
7167-PCEYD,50+,10-30,0,0.0
4936-YPJNK,10-20,10-30,0,0.0
1580-BMCMR,10-20,70-90,0,0.0
4817-KEQSP,50+,10-30,0,0.0
6408-WHTEF,50+,70-90,0,0.0
9251-AWQGT,40-50,10-30,0,0.0
8749-CLJXC,0-10,10-30,0,0.0
7989-VCQOH,10-20,70-90,0,0.0
5049-GLYVG,0-10,10-30,0,0.0
4199-QHJNM,50+,90+,0,0.0
8882-TLVRW,50+,30-50,0,0.0
5883-GTGVD,10-20,90+,0,0.0
5135-GRQJV,50+,90+,0,0.0
2384-OVPSA,30-40,10-30,0,0.0
1371-WEPDS,40-50,50-70,0,0.0
3580-GICBM,50+,10-30,0,0.0
4817-QRJSX,10-20,70-90,0,0.0
9730-DRTMJ,30-40,70-90,0,0.0
4686-UXDML,20-30,90+,0,0.0
3349-ANQNH,50+,90+,0,0.0
2398-YPMUR,10-20,70-90,0,0.0
0932-YIXYU,40-50,10-30,0,0.0
7480-SPLEF,50+,10-30,0,0.0
7636-XUHWW,0-10,10-30,0,0.0
1431-CYWMH,20-30,10-30,0,0.0
5937-EORGB,10-20,90+,0,0.0
6349-JDHQP,50+,10-30,0,0.0
5539-HIVAK,20-30,10-30,0,0.0
5847-MXBEO,20-30,10-30,0,0.0
9985-MWVIX,0-10,70-90,0,0.0
4583-PARNH,10-20,90+,0,0.0
1116-FRYVH,40-50,30-50,0,0.0
1421-HCERK,30-40,90+,0,0.0
9633-XQABV,0-10,70-90,1,70.25
0716-BQNDX,50+,90+,0,0.0
1265-XTECC,50+,90+,0,0.0
1183-CANVH,20-30,50-70,0,0.0
1972-XMUWV,50+,50-70,0,0.0
8679-LZBMD,40-50,90+,0,0.0
3407-JMJQQ,50+,90+,0,0.0
6252-DFGTK,30-40,50-70,0,0.0
1539-LNKHM,10-20,10-30,0,0.0
8645-KOMJQ,50+,70-90,0,0.0
0289-IVARM,30-40,50-70,0,0.0
9761-XUJWD,0-10,50-70,0,0.0
4057-FKCZK,50+,70-90,0,0.0
4291-TPNFG,50+,70-90,0,0.0
6087-YPWHO,50+,50-70,0,0.0
3090-QFUVD,0-10,10-30,0,0.0
2237-ZFSMY,30-40,90+,0,0.0
1722-LDZJS,50+,10-30,0,0.0
1818-ESQMW,20-30,70-90,0,0.0
4871-JTKJF,0-10,50-70,0,0.0
1415-YFWLT,0-10,70-90,0,0.0
7401-RUBNK,10-20,70-90,0,0.0
0506-YLVKJ,40-50,10-30,0,0.0
8661-BOYNW,50+,70-90,0,0.0
6711-VTNRE,30-40,70-90,0,0.0
4815-GBTCD,0-10,10-30,0,0.0
2805-AUFQN,20-30,10-30,0,0.0
0980-PVMRC,40-50,50-70,0,0.0
7233-DRTRF,50+,90+,0,0.0
3500-RMZLT,10-20,90+,0,0.0
3873-NFTGI,10-20,50-70,0,0.0
1162-ECVII,50+,90+,0,0.0
7048-GXDAY,30-40,90+,0,0.0
8571-ZCMCX,40-50,50-70,0,0.0
1169-WCVAK,10-20,70-90,0,0.0
4548-SDBKE,0-10,70-90,0,0.0
8066-POXGX,10-20,30-50,0,0.0
7129-CAKJW,10-20,70-90,0,0.0
8695-ARGXZ,30-40,70-90,0,0.0
3570-YUEKJ,40-50,30-50,0,0.0
4143-OOBWZ,0-10,70-90,0,0.0
1555-HAPSU,50+,10-30,0,0.0
1697-NVVGY,10-20,50-70,0,0.0
7854-EKTJL,0-10,10-30,0,0.0
8464-EETCQ,50+,10-30,0,0.0
2419-FSORS,50+,90+,0,0.0
8132-YPVBX,0-10,70-90,0,0.0
9102-IAYHT,10-20,70-90,0,0.0
6754-LZUKA,50+,70-90,0,0.0
3422-LYEPQ,0-10,70-90,0,0.0
8099-MZPUJ,40-50,90+,0,0.0
0787-LHDYT,10-20,10-30,0,0.0
2642-DTVCO,0-10,70-90,0,0.0
0374-IOEGQ,0-10,30-50,0,0.0
4361-JEIVL,0-10,30-50,0,0.0
3197-NNYNB,50+,90+,0,0.0
3396-DKDEL,50+,90+,0,0.0
1752-OZXFY,50+,50-70,0,0.0
9066-QRSDU,50+,10-30,0,0.0
9112-WSNPU,30-40,70-90,0,0.0
9867-NNXLC,20-30,10-30,0,0.0
5321-NTRKC,50+,70-90,0,0.0
1363-TXLSL,0-10,70-90,0,0.0
9507-EXLTT,0-10,70-90,0,0.0
3161-GETRM,30-40,90+,0,0.0
0402-OAMEN,50+,10-30,0,0.0
6933-VLYFX,30-40,50-70,0,0.0
6754-WKSHP,30-40,10-30,0,0.0
9846-GKXAS,0-10,90+,0,0.0
6017-PPLPX,20-30,70-90,0,0.0
4976-LNFVV,10-20,30-50,0,0.0
5055-MGMGF,50+,90+,0,0.0
4641-FROLU,30-40,10-30,0,0.0
2862-JVEOY,0-10,10-30,0,0.0
2969-QWUBZ,0-10,50-70,0,0.0
9822-BIIGN,50+,70-90,0,0.0
2077-MPJQO,0-10,70-90,1,75.4
1534-OULXE,50+,30-50,0,0.0
7136-RVDTZ,50+,30-50,0,0.0
2971-SGAFL,10-20,70-90,0,0.0
1480-IVEVR,30-40,70-90,0,0.0
2905-KFQUV,0-10,70-90,0,0.0
4581-SSPWD,0-10,70-90,0,0.0
3370-HXOPH,0-10,70-90,1,76.1
9391-YZEJW,50+,90+,0,0.0
9958-MEKUC,50+,90+,0,0.0
0281-CNTZX,50+,10-30,0,0.0
6927-WTFIV,20-30,70-90,0,0.0
4118-CEVPF,30-40,90+,0,0.0
3398-ZOUAA,20-30,50-70,0,0.0
9114-VEPUF,50+,90+,0,0.0
7876-BEUTG,10-20,30-50,0,0.0
2338-BQEZT,50+,50-70,0,0.0
9873-MNDKV,10-20,30-50,0,0.0
0378-NHQXU,10-20,70-90,0,0.0
8241-JUIQO,50+,10-30,0,0.0
2194-IIQOF,50+,70-90,0,0.0
4512-ZUIYL,0-10,70-90,0,0.0
9631-RXVJM,30-40,10-30,0,0.0
9584-EXCDZ,10-20,70-90,0,0.0
7969-AULMZ,20-30,90+,0,0.0
5093-FEGLU,40-50,10-30,0,0.0
2621-UDNLU,0-10,10-30,0,0.0
7526-IVLYU,0-10,10-30,0,0.0
2428-HYUNX,40-50,10-30,0,0.0
9214-EKVXR,0-10,30-50,0,0.0
3410-MHHUM,40-50,90+,0,0.0
0568-ONFPC,0-10,10-30,0,0.0
0733-VUNUW,20-30,50-70,0,0.0
4550-EVXNY,0-10,50-70,0,0.0
2122-YWVYA,10-20,70-90,0,0.0
2968-SSGAA,10-20,90+,0,0.0
2296-DKZFP,50+,70-90,0,0.0
4844-JJWUY,0-10,70-90,0,0.0
6777-TGHTM,50+,90+,0,0.0
8909-BOLNL,0-10,10-30,0,0.0
6603-YRDCJ,30-40,50-70,0,0.0
3538-WZPHD,0-10,10-30,0,0.0
3229-USWAR,30-40,70-90,0,0.0
2138-VFAPZ,10-20,10-30,0,0.0
6131-JLWZM,10-20,10-30,0,0.0
4785-QRJHC,40-50,50-70,0,0.0
0269-XFESX,20-30,10-30,0,0.0
1709-EJDOX,40-50,10-30,0,0.0
4316-XCSLJ,10-20,50-70,0,0.0
8610-WFCJF,40-50,90+,0,0.0
9693-XMUOB,50+,50-70,0,0.0
0383-CLDDA,50+,70-90,0,0.0
4905-JEFDW,10-20,30-50,0,0.0
2709-UQGNP,10-20,50-70,0,0.0
3549-ZTMNH,10-20,10-30,0,0.0
7881-INRLC,40-50,90+,0,0.0
8033-ATFAS,30-40,50-70,0,0.0
1635-NZATJ,50+,10-30,0,0.0
0562-HKHML,50+,10-30,0,0.0
8277-RVRSV,30-40,10-30,0,0.0
9943-VSZUV,50+,70-90,0,0.0
0117-LFRMW,30-40,30-50,0,0.0
6172-FECYY,40-50,70-90,0,0.0
7054-ENNGU,0-10,50-70,0,0.0
1455-HFBXA,50+,90+,0,0.0
9402-CXWPL,50+,90+,0,0.0
1628-BIZYP,0-10,70-90,1,85.0
1965-AKTSX,10-20,70-90,0,0.0
0082-LDZUE,0-10,30-50,0,0.0
4786-UKSNZ,0-10,10-30,0,0.0
5343-SGUBI,50+,70-90,0,0.0
0856-NAOES,0-10,50-70,0,0.0
1976-AZZPJ,0-10,30-50,0,0.0
7248-VZQLC,40-50,70-90,0,0.0
6156-UZDLF,20-30,70-90,0,0.0
3099-OONVS,20-30,50-70,0,0.0
9500-WBGRP,50+,10-30,0,0.0
5183-KLYEM,50+,90+,0,0.0
5144-PQCDZ,0-10,10-30,0,0.0
8514-VZHEB,50+,10-30,0,0.0
6625-IUTTT,50+,50-70,0,0.0
9355-NPPFS,20-30,70-90,0,0.0
0068-FIGTF,20-30,70-90,0,0.0
5965-GGPRW,50+,90+,0,0.0
8035-PWSEV,0-10,70-90,1,89.25
2236-HILPA,50+,10-30,0,0.0
1840-BIUOG,20-30,50-70,0,0.0
1356-MKYSK,0-10,70-90,0,0.0
6080-LNESI,50+,10-30,0,0.0
1830-IPXVJ,50+,10-30,0,0.0
5828-DWPIL,50+,70-90,0,0.0
8398-TBIYD,50+,70-90,0,0.0
0011-IGKFF,10-20,90+,0,0.0
4192-GORJT,0-10,90+,0,0.0
6496-SLWHQ,0-10,90+,0,0.0
9912-GVSEQ,20-30,90+,0,0.0
2931-FSOHN,10-20,50-70,0,0.0
9418-RUKPH,30-40,10-30,0,0.0
5383-MMTWC,0-10,70-90,0,0.0
9971-ZWPBF,30-40,90+,0,0.0
4712-AUQZO,10-20,30-50,0,0.0
9711-FJTBX,50+,70-90,0,0.0
2908-ZTPNF,30-40,30-50,0,0.0
7240-ETPTR,0-10,30-50,0,0.0
2202-CUYXZ,0-10,70-90,0,0.0
5995-OIGLP,10-20,50-70,0,0.0
8421-WZOOW,50+,90+,0,0.0
6261-RCVNS,40-50,70-90,0,0.0
7951-QKZPL,30-40,10-30,0,0.0
1414-YADCW,50+,70-90,0,0.0
8756-RDDLT,50+,30-50,0,0.0
2862-PFNIK,0-10,10-30,0,0.0
5816-QVHRX,30-40,90+,0,0.0
4430-YHXGG,0-10,10-30,0,0.0
6888-SBYAI,0-10,50-70,0,0.0
7395-XWZOY,20-30,50-70,0,0.0
7169-YWAMK,50+,50-70,0,0.0
3640-PHQXK,30-40,70-90,0,0.0
6877-LGWXO,10-20,70-90,0,0.0
6859-RKMZJ,10-20,50-70,0,0.0
2729-VNVAP,30-40,10-30,0,0.0
2957-JIRMN,50+,70-90,0,0.0
2049-BAFNW,0-10,30-50,0,0.0
3842-QTGDL,10-20,70-90,0,0.0
7163-OCEQI,20-30,70-90,0,0.0
9782-LGXMC,40-50,50-70,0,0.0
5975-BAICR,30-40,50-70,0,0.0
8019-ENHXU,40-50,90+,0,0.0
5167-GBFRE,0-10,10-30,0,0.0
9033-EOXWV,10-20,70-90,0,0.0
4673-KKSLS,30-40,70-90,0,0.0
4853-OITSN,0-10,70-90,1,89.15
9800-OUIGR,50+,10-30,0,0.0
1324-NLTJE,10-20,50-70,0,0.0
2324-EFHVG,50+,90+,0,0.0
7094-MSZAO,10-20,10-30,0,0.0
1522-VVDMG,0-10,70-90,0,0.0
6907-CQGPN,20-30,30-50,0,0.0
0780-XNZFN,50+,10-30,0,0.0
0239-OXEXL,40-50,70-90,0,0.0
2675-IJRGJ,50+,10-30,0,0.0
7049-GKVZY,10-20,70-90,0,0.0
8577-QSOCG,30-40,10-30,0,0.0
3721-CNZHX,10-20,10-30,0,0.0
0212-ISBBF,20-30,50-70,0,0.0
9185-TQCVP,10-20,70-90,0,0.0
3585-YNADK,50+,70-90,0,0.0
5271-DBYSJ,10-20,70-90,0,0.0
1099-GODLO,0-10,10-30,0,0.0
6828-HMKWP,10-20,10-30,0,0.0
5567-WSELE,0-10,90+,0,0.0
1472-TNCWL,30-40,90+,0,0.0
8063-RJYNF,10-20,90+,0,0.0
0687-ZVTHB,50+,70-90,0,0.0
2080-GKCWQ,0-10,70-90,1,74.95
9661-ACXBS,40-50,90+,0,0.0
2193-SFWQW,50+,90+,0,0.0
5656-JAMLX,50+,10-30,0,0.0
3462-BJQQA,0-10,70-90,1,89.75
0442-TDYUO,40-50,10-30,0,0.0
6733-LRIZX,30-40,90+,0,0.0
9503-XJUME,50+,10-30,0,0.0
4367-NHWMM,0-10,10-30,0,0.0
3727-RJMEO,0-10,70-90,0,0.0
3779-OSWCF,50+,90+,0,0.0
6736-DHUQI,50+,70-90,0,0.0
3915-ODIYG,50+,70-90,0,0.0
1360-RCYRT,20-30,30-50,0,0.0
2724-FJDYW,30-40,50-70,0,0.0
4451-RWASJ,10-20,10-30,0,0.0
6646-VRFOL,50+,90+,0,0.0
3460-TJBWI,20-30,10-30,0,0.0
5917-HBSDW,30-40,10-30,0,0.0
5685-IIXLY,0-10,70-90,0,0.0
5671-UUNXD,50+,90+,0,0.0
0956-ACVZC,50+,90+,0,0.0
